,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
354,Ambon City,ID,1650472740,-3.6954,128.1814,78.94,89,40,4.61
355,Bumbuna,SL,1650472741,9.05,-11.7333,88.57,52,86,3.91
356,Sarangani,PH,1650472741,5.4033,125.4636,83.16,78,100,14.05
357,Oodweyne,SO,1650472741,9.4092,45.064,83.44,39,68,6.85
358,Hofn,IS,1650472742,64.2539,-15.2082,46.42,93,100,23.02
359,Naze,JP,1650472234,28.3667,129.4833,67.12,73,100,4.76
360,Ngunguru,NZ,1650472742,-35.6167,174.5,66.49,92,91,15.17
361,Wajima,JP,1650472742,37.4,136.9,55.78,59,4,6.33
362,Laichingen,DE,1650472743,48.4894,9.6861,53.89,66,1,8.43
363,Irbit,RU,1650472743,57.6705,63.071,40.82,86,99,4.56
364,Northam,GB,1650472743,51.0333,-4.2167,61.25,75,21,7.47
365,Lompoc,US,1650472744,34.6391,-120.4579,63.57,76,0,13.0
366,Udachny,RU,1650472744,66.4167,112.4,16.45,85,99,6.38
367,San Quintín,MX,1650472745,30.4833,-115.95,65.01,65,0,19.57
368,Bilibino,RU,1650472745,68.0546,166.4372,2.93,97,89,4.07
369,Kenora,CA,1650472746,49.8167,-94.4337,31.17,93,100,11.5
370,Qiongshan,CN,1650472746,20.0058,110.3542,71.58,94,75,2.24
371,Baharly,TM,1650472746,38.4362,57.4316,72.43,40,13,7.27
372,Simpang,ID,1650472747,-1.2667,104.0833,75.34,92,100,3.0
373,Walvis Bay,NA,1650472486,-22.9575,14.5053,88.75,27,6,12.66
374,Bandarbeyla,SO,1650472190,9.4942,50.8122,82.27,68,1,10.33
375,Andenes,NO,1650472747,69.3143,16.1194,46.38,76,40,19.57
376,Chapais,CA,1650472284,49.7834,-74.8492,26.38,68,97,16.13
377,Chimoré,BO,1650472748,-16.9833,-65.1333,88.45,46,11,4.32
378,Iqaluit,CA,1650472160,63.7506,-68.5145,15.53,73,100,5.75
379,Mēga,ET,1650472748,4.05,38.3,63.25,80,85,6.42
380,Ancud,CL,1650472197,-41.8697,-73.8203,50.23,69,73,6.82
381,Nemuro,JP,1650472748,43.3236,145.575,40.44,87,0,20.18
382,Malbork,PL,1650472749,54.0359,19.0266,48.88,94,100,7.72
383,Nador,MA,1650472749,35.174,-2.9287,64.47,48,20,26.46
384,Tucumã,BR,1650472565,-0.1833,-50.05,83.39,76,91,5.91
385,Rucheng,CN,1650472750,32.3883,120.5553,58.66,82,100,9.71
386,Kisangani,CD,1650472750,0.5167,25.2,74.23,88,95,2.53
387,Pāsighāt,IN,1650472231,28.0667,95.3333,73.18,74,99,2.42
388,Bandar-e Anzali,IR,1650472750,37.4727,49.4622,60.91,80,82,5.82
389,Santa Helena,BR,1650472751,-2.2311,-45.3,83.66,85,91,4.12
390,Narsaq,GL,1650472751,60.9167,-46.05,37.62,40,55,1.48
391,La Ronge,CA,1650472197,55.1001,-105.2842,32.22,59,40,12.66
392,Tabou,CI,1650472751,4.423,-7.3528,84.02,73,45,9.84
393,Escanaba,US,1650472752,45.7453,-87.0646,38.97,84,100,12.66
394,Taltal,CL,1650472752,-25.4,-70.4833,65.68,71,39,7.29
395,Anito,PH,1650472752,12.4497,125.2886,78.01,89,80,5.1
396,Hay River,CA,1650472207,60.8156,-115.7999,22.98,46,0,4.61
397,Teya,RU,1650472753,60.3778,92.6267,21.52,98,100,2.51
398,Sfântu Gheorghe,RO,1650472753,45.8667,25.7833,38.26,69,84,3.96
399,Zhigansk,RU,1650472194,66.7697,123.3711,18.61,96,100,4.32
400,Muhafazat Lahij,YE,1650472754,13.1667,44.5833,78.62,54,13,6.04
401,Longyearbyen,SJ,1650472268,78.2186,15.6401,30.04,69,75,18.41
402,Wangkui,CN,1650472754,46.8333,126.5,56.44,48,100,9.24
403,Bucerías,MX,1650472754,20.75,-105.3333,78.78,61,0,2.3
404,Adré,TD,1650472755,13.4667,22.2,93.67,15,79,3.69
405,Freeport,US,1650472686,40.6576,-73.5832,56.95,38,0,16.11
406,Tongzi,CN,1650472755,28.7829,105.0877,64.58,76,0,1.88
407,Tuka,PH,1650472755,6.52,124.585,76.08,87,100,0.65
408,Bemidji,US,1650472756,47.4736,-94.8803,35.06,99,100,3.44
409,Danielskuil,ZA,1650472756,-28.1887,23.5395,62.47,41,14,5.79
410,Batagay,RU,1650472756,67.6333,134.6333,17.1,98,100,1.19
411,Khorixas,NA,1650472757,-20.3667,14.9667,80.87,20,28,8.46
412,Liusha,CN,1650472757,27.2098,108.59,54.41,95,0,3.58
413,Filingué,NE,1650472193,14.3521,3.3168,105.06,11,97,7.05
414,Nome,US,1650472192,64.5011,-165.4064,23.07,80,0,0.0
415,Panabá,MX,1650472757,21.2833,-88.2667,92.75,29,0,10.94
416,Aklavik,CA,1650472654,68.2191,-135.0107,6.8,92,75,3.44
417,Faanui,PF,1650472758,-16.4833,-151.75,80.08,71,3,4.63
418,Amapá,BR,1650472758,1.0,-52.0,81.88,91,88,3.8
419,Forsytheganj,BY,1650472303,52.6333,29.7333,41.68,99,100,3.0
420,Inhambane,MZ,1650472621,-23.865,35.3833,73.38,94,75,9.22
421,Omboué,GA,1650472759,-1.5746,9.2618,80.56,81,91,6.44
422,Ajdabiya,LY,1650472759,30.7554,20.2263,68.43,38,3,8.1
423,Tselinnoye,RU,1650472759,53.0833,85.6667,37.27,97,100,6.33
424,Maceió,BR,1650471931,-9.6658,-35.7353,85.44,58,40,12.66
425,Longhua,CN,1650472760,23.6137,114.1919,67.87,88,80,1.28
426,Ţahţā,EG,1650472760,26.7693,31.5021,76.71,18,2,17.18
427,Homer,US,1650472761,59.6425,-151.5483,40.05,70,0,5.01
428,Pisco,PE,1650472761,-13.7,-76.2167,71.65,73,0,8.05
429,Finschhafen,PG,1650472761,-6.6024,147.8681,79.79,81,100,3.2
430,Asău,RO,1650472288,46.4333,26.4,41.77,76,100,1.54
431,Morón,AR,1650472762,-34.6534,-58.6198,78.8,58,61,7.78
432,Kanigoro,ID,1650472762,-8.13,112.219,73.35,93,99,3.44
433,Lufilufi,WS,1650472762,-13.8745,-171.5986,76.78,78,63,15.41
434,Guane,CU,1650472763,22.2025,-84.0875,88.34,40,0,14.88
435,Henties Bay,NA,1650472763,-22.116,14.2845,73.36,56,34,5.99
436,Polohy,UA,1650472763,47.4844,36.2536,46.08,62,47,11.61
437,Lucea,JM,1650472764,18.451,-78.1736,83.86,74,12,15.99
438,Souillac,MU,1650472764,-20.5167,57.5167,79.18,89,20,1.14
439,Sobolevo,RU,1650472281,54.4299,31.8996,46.04,85,100,14.92
440,Fort-Shevchenko,KZ,1650472764,44.5086,50.263,55.49,75,32,3.11
441,Wucheng,CN,1650472765,29.6008,118.175,59.16,94,96,2.55
442,Kawalu,ID,1650472765,-7.3817,108.2082,73.6,98,100,2.28
443,Kieta,PG,1650472175,-6.2167,155.6333,78.87,86,36,4.14
444,Crateús,BR,1650472766,-5.1783,-40.6775,87.26,55,100,6.87
445,Skibbereen,IE,1650472201,51.55,-9.2667,51.12,71,100,10.0
446,Porto Santo,PT,1650472766,33.072,-16.3415,62.98,63,75,16.11
447,Bereda,ES,1650472766,43.2686,-7.5406,55.42,58,16,6.96
448,Lüderitz,NA,1650472767,-26.6481,15.1594,71.82,43,28,2.08
449,Kamaishi,JP,1650472669,39.2667,141.8833,49.64,90,27,8.05
450,Fort Frances,CA,1650472648,48.5999,-93.4003,34.16,72,100,13.8
451,Mattru,SL,1650472767,7.6244,-11.8332,88.7,56,100,6.89
452,La Palma,US,1650472768,33.8464,-118.0467,66.96,74,75,10.36
453,Aasiaat,GL,1650472768,68.7098,-52.8699,3.83,73,13,10.18
454,Marsá Maţrūḩ,EG,1650472768,31.3525,27.2453,66.4,55,0,11.5
455,Roald,NO,1650472125,62.5833,6.1333,59.92,71,0,11.5
456,San Cristobal,VE,1650472274,7.7669,-72.225,77.18,63,90,0.96
457,Bundaberg,AU,1650472769,-24.85,152.35,70.09,99,100,5.75
458,Shimoda,JP,1650472769,34.6667,138.95,57.63,81,78,7.54
459,Angoram,PG,1650472769,-4.0625,144.0661,74.23,99,100,1.72
460,Alyangula,AU,1650472579,-13.8483,136.4192,73.27,100,63,0.0
461,Bakchar,RU,1650472770,57.0186,82.0711,39.83,85,100,6.4
462,Kiryat Gat,IL,1650472770,31.61,34.7642,64.81,100,0,8.86
463,Maïné Soroa,NE,1650472770,13.2114,12.0241,93.54,15,59,6.58
464,Sychëvka,RU,1650472771,55.8252,34.2736,49.26,62,88,18.45
465,Gravelbourg,CA,1650472771,49.8834,-106.5512,32.27,87,100,24.32
466,Yangi Marg`ilon,UZ,1650472771,40.4272,71.7189,65.12,59,100,2.3
467,Burgeo,CA,1650472772,47.6167,-57.6152,39.11,99,100,16.67
468,Druzhba,UA,1650472772,52.0428,33.9453,45.97,96,100,6.31
469,Anloga,GH,1650472772,5.7947,0.8973,84.69,73,42,13.35
470,Grindavik,IS,1650472208,63.8424,-22.4338,48.15,93,100,6.91
471,Laguna,US,1650472773,38.421,-121.4238,59.97,74,0,3.0
472,Coahuayana Viejo,MX,1650472773,18.7333,-103.6833,89.53,36,0,6.2
473,Spasskoye,RU,1650472773,44.6108,132.7969,51.76,49,45,12.08
474,Salinópolis,BR,1650472774,-0.6136,-47.3561,82.51,79,84,7.96
475,Atar,MR,1650472261,20.5169,-13.0499,97.5,12,88,14.54
476,Huanren,CN,1650472774,41.2647,125.3667,48.72,74,0,7.52
477,Rozhyshche,UA,1650472774,50.9154,25.2691,47.12,73,100,7.25
478,Rodrigues Alves,BR,1650472775,-7.738,-72.6509,82.6,73,80,2.17
479,Elko,US,1650472737,41.0002,-115.5012,47.73,51,14,1.99
480,Ørje,NO,1650472256,59.4802,11.6602,65.35,46,28,5.55
481,Gladstone,AU,1650472499,-23.85,151.25,71.78,88,75,3.44
482,Borisoglebsk,RU,1650472775,51.3671,42.0849,56.7,82,100,7.61
483,Avera,US,1650472776,33.194,-82.5271,66.54,41,16,10.85
484,Sioux Lookout,CA,1650472567,50.1001,-91.917,32.07,69,100,11.5
485,Chertkovo,RU,1650472776,49.3847,40.1547,50.32,77,75,7.31
486,Marawi,PH,1650472133,7.9986,124.2928,69.6,94,75,1.52
487,Margate,GB,1650472289,51.3813,1.3862,54.7,69,13,5.99
488,Chālūs,IR,1650472776,36.655,51.4204,62.06,88,40,6.91
489,Vostok,RU,1650472777,46.4856,135.8833,44.91,60,94,8.37
490,Buraidah,SA,1650472777,26.326,43.975,90.05,10,88,13.96
491,Salalah,OM,1650472777,17.0151,54.0924,82.49,74,0,5.75
492,Ostrovnoy,RU,1650472778,68.0531,39.5131,26.15,89,62,6.96
493,Chambersburg,US,1650472712,39.9376,-77.6611,53.71,43,15,5.99
494,Bembèrèkè,BJ,1650472778,10.2283,2.6634,91.6,36,91,2.77
495,Nelson Bay,AU,1650472778,-32.7167,152.15,60.1,79,0,6.87
496,Balabac,PH,1650472779,7.9868,117.0645,81.07,83,80,10.47
497,Maridi,SS,1650472779,4.9158,29.4742,72.7,84,100,2.59
498,Sooke,CA,1650472712,48.3746,-123.7276,49.51,76,90,31.07
499,Leningradskiy,RU,1650472157,69.3833,178.4167,9.73,93,95,3.51
500,Litovko,RU,1650472780,49.2361,135.1742,60.46,41,94,17.87
501,Harfleur,FR,1650472780,49.5066,0.1983,65.53,67,100,8.05
502,Am Timan,TD,1650472780,11.0297,20.2827,95.09,21,100,2.55
503,Aracati,BR,1650472781,-4.5617,-37.7697,86.18,64,70,9.64
504,Korla,CN,1650472211,41.7597,86.1469,68.88,13,99,14.18
505,Tazovsky,RU,1650472781,67.4667,78.7,14.47,95,100,8.59
506,Rock Sound,BS,1650472781,24.9,-76.2,75.67,77,6,24.25
507,Mamit,IN,1650472782,23.9333,92.4833,61.59,97,65,2.37
508,Zhuhai,CN,1650472769,22.2769,113.5678,71.85,83,20,6.91
509,Puerto del Rosario,ES,1650472782,28.5004,-13.8627,69.55,60,20,26.46
510,Javānrūd,IR,1650472782,34.7961,46.5172,61.3,34,100,4.23
511,Ryki,PL,1650472783,51.6257,21.9327,44.58,46,100,7.52
512,Braniewo,PL,1650472783,54.3797,19.8196,47.28,91,100,11.45
513,Namatanai,PG,1650472783,-3.6667,152.4333,79.47,82,75,7.96
514,Uvalde,US,1650472784,29.3669,-99.767,75.31,56,100,9.22
515,Virginia Beach,US,1650472698,36.8529,-75.978,59.05,39,0,8.05
516,Vao,NC,1650472784,-22.6667,167.4833,74.95,70,0,7.76
517,Lahaina,US,1650472785,20.8783,-156.6825,73.81,85,37,8.63
518,Ciudad Sabinas Hidalgo,MX,1650472785,26.5,-100.1667,82.78,53,100,3.02
519,Evensk,RU,1650472785,61.95,159.2333,18.32,95,98,4.5
520,Nouadhibou,MR,1650472624,20.931,-17.0347,73.38,60,93,20.71
521,Tara,RU,1650472786,56.8944,74.371,38.86,82,91,5.14
522,Gurgaon,IN,1650472786,28.4667,77.0333,97.25,29,40,3.44
523,Caraz,PE,1650472786,-9.0486,-77.81,66.27,71,86,8.08
524,Gorontalo,ID,1650472787,0.5412,123.0595,75.27,94,90,2.68
525,Jitotol,MX,1650472787,17.0333,-92.8667,76.42,28,0,1.9
526,Apac,UG,1650472787,1.9756,32.5386,68.63,93,100,4.0
527,Mandera,KE,1650472788,3.9366,41.867,87.1,52,70,13.06
528,Vangaindrano,MG,1650472788,-23.35,47.6,74.12,87,3,3.58
529,Dudinka,RU,1650472254,69.4058,86.1778,7.2,89,95,12.1
530,Gander,CA,1650472788,48.9682,-54.5906,42.93,86,100,23.02
531,Basco,PH,1650472789,20.4487,121.9702,78.69,83,80,14.12
532,Āwash,ET,1650472789,8.9833,40.1667,82.04,42,82,8.9
533,Tarpon Springs,US,1650472789,28.1461,-82.7568,82.02,52,0,13.0
534,Macamic,CA,1650472790,48.7502,-78.9996,32.29,75,21,5.99
535,Ust'-Ilimsk,RU,1650472790,58.0006,102.6619,24.58,84,100,6.53
536,Medeiros Neto,BR,1650472790,-17.3739,-40.2206,83.64,52,39,9.48
537,Ignacio Zaragoza,MX,1650472791,28.3833,-107.2167,71.55,13,100,10.13
538,Takapau,NZ,1650472791,-40.0333,176.35,52.74,93,97,2.53
539,College,US,1650472791,64.8569,-147.8028,31.23,60,20,4.61
540,Areosa,PT,1650472792,41.7178,-8.8571,56.26,68,9,23.58
541,Isangel,VU,1650472293,-19.55,169.2667,77.02,84,25,4.97
542,Kununurra,AU,1650472269,-15.7667,128.7333,75.18,83,100,1.14
543,Cho Dok,VN,1650472792,10.7,105.1167,82.04,71,100,5.61
544,Ankang,CN,1650472792,32.68,109.0172,58.41,66,47,1.59
545,Harper,LR,1650472282,4.375,-7.7169,83.77,72,52,9.62
546,Tyukalinsk,RU,1650472793,55.8732,72.1967,41.47,70,94,3.51
547,Lavrentiya,RU,1650472793,65.5833,-171.0,10.36,84,3,4.94
548,Linqiong,CN,1650472794,30.4159,103.4609,62.42,68,0,2.21
549,Koumac,NC,1650472794,-20.5667,164.2833,74.52,84,9,10.33
550,Dubinino,RU,1650472794,55.6192,89.0911,37.98,69,89,8.16
551,Pascagoula,US,1650472212,30.3658,-88.5561,71.64,63,0,17.27
552,Kabo,CF,1650472643,7.6994,18.629,89.06,28,99,4.32
553,Statesboro,US,1650472687,32.4488,-81.7832,72.93,40,0,6.91
554,Maniitsoq,GL,1650472795,65.4167,-52.9,18.68,54,28,4.9
555,Aktau,KZ,1650472795,43.65,51.2,63.18,70,37,9.17
556,Neyshabur,IR,1650472796,36.2133,58.7958,65.07,34,32,3.87
557,Cap Malheureux,MU,1650472796,-19.9842,57.6142,78.48,87,76,1.99
558,Durusu,TR,1650472796,41.3053,28.6767,57.38,80,52,1.99
559,Pierre,US,1650472205,44.3683,-100.351,54.86,55,0,5.01
560,Batemans Bay,AU,1650472307,-35.7167,150.1833,58.1,79,89,4.25
561,Jistebnice,CZ,1650472797,49.4855,14.5276,46.76,89,100,9.33
562,Mayumba,GA,1650472213,-3.432,10.6554,78.66,86,100,3.56
563,Mahanoro,MG,1650472797,-19.9,48.8,75.94,91,43,4.99
564,Gushikawa,JP,1650472797,26.3544,127.8686,71.6,86,20,10.36
565,Crotone,IT,1650472798,39.0851,17.1178,65.19,82,0,14.97
566,Byron Bay,AU,1650472798,-28.65,153.6167,69.69,86,86,7.65
567,Pacific Grove,US,1650472798,36.6177,-121.9166,60.91,64,0,5.99
568,Gizo Government Station,SB,1650472799,-8.103,156.8419,81.64,79,38,6.44
